id,source_account,destination_account,amount_minor,currency_src,currency_dst,timestamp,description
TX-001516,ACC_000514,ACC_000145,99854,SGD,SGD,2025-09-10T00:50:11.456649+00:00Z,poc-tx
TX-001517,ACC_000374,ACC_000760,15960,USD,IDR,2025-09-12T19:39:09.456669+00:00Z,poc-tx
TX-001518,ACC_000813,ACC_000585,3471170,IDR,SGD,2025-09-12T00:00:52.456701+00:00Z,poc-tx
TX-001519,ACC_000882,ACC_000765,2144286,IDR,SGD,2025-09-12T00:50:02.456736+00:00Z,poc-tx
TX-001520,ACC_000221,ACC_000263,45114,SGD,IDR,2025-09-14T16:23:36.456751+00:00Z,poc-tx
TX-001521,ACC_000155,ACC_000779,164944,IDR,IDR,2025-09-13T18:24:30.456763+00:00Z,poc-tx
TX-001522,ACC_000723,ACC_000157,891540,IDR,IDR,2025-09-10T17:05:12.456793+00:00Z,poc-tx
TX-001523,ACC_000663,ACC_000759,3885247,IDR,SGD,2025-09-16T05:47:12.456821+00:00Z,poc-tx
TX-001524,ACC_000834,ACC_000331,63672,SGD,SGD,2025-09-09T19:20:57.456853+00:00Z,poc-tx
TX-001525,ACC_000461,ACC_000686,113815,SGD,USD,2025-09-14T13:23:17.456875+00:00Z,poc-tx
TX-001526,ACC_000037,ACC_000103,90845,SGD,SGD,2025-09-11T17:56:24.456884+00:00Z,poc-tx
TX-001527,ACC_000886,ACC_000093,136898,USD,USD,2025-09-11T02:43:53.456918+00:00Z,poc-tx
TX-001528,ACC_000857,ACC_000444,24613,SGD,USD,2025-09-10T05:56:34.456967+00:00Z,poc-tx
TX-001529,ACC_000917,ACC_000968,130696,SGD,SGD,2025-09-12T08:44:26.457008+00:00Z,poc-tx
TX-001530,ACC_000250,ACC_000374,82559,SGD,USD,2025-09-09T20:47:20.457025+00:00Z,poc-tx
TX-001531,ACC_000363,ACC_000839,3114605,IDR,SGD,2025-09-15T05:46:12.457045+00:00Z,poc-tx
TX-001532,ACC_000674,ACC_000454,53198,USD,USD,2025-09-11T16:18:19.457073+00:00Z,poc-tx
TX-001533,ACC_000571,ACC_000549,1215289,IDR,IDR,2025-09-12T04:48:16.457098+00:00Z,poc-tx
TX-001534,ACC_000354,ACC_000124,553793,IDR,IDR,2025-09-13T13:29:40.457116+00:00Z,poc-tx
TX-001535,ACC_000916,ACC_000259,2219130,IDR,IDR,2025-09-15T22:38:39.457151+00:00Z,poc-tx
TX-001536,ACC_000519,ACC_000833,1077,SGD,SGD,2025-09-09T22:43:40.457175+00:00Z,poc-tx
TX-001537,ACC_000680,ACC_000005,904363,IDR,IDR,2025-09-10T15:46:12.457203+00:00Z,poc-tx
TX-001538,ACC_000790,ACC_000986,98590,USD,USD,2025-09-13T04:00:26.457234+00:00Z,poc-tx
TX-001539,ACC_000441,ACC_000015,3784550,IDR,IDR,2025-09-15T10:55:38.457255+00:00Z,poc-tx
TX-001540,ACC_000375,ACC_000446,35394,SGD,IDR,2025-09-15T01:47:10.457274+00:00Z,poc-tx
TX-001541,ACC_000998,ACC_000755,110048,SGD,USD,2025-09-10T08:25:01.457313+00:00Z,poc-tx
TX-001542,ACC_000274,ACC_000558,2308833,IDR,IDR,2025-09-14T04:50:34.457328+00:00Z,poc-tx
TX-001543,ACC_000882,ACC_000618,4395624,IDR,IDR,2025-09-13T19:33:10.457363+00:00Z,poc-tx
TX-001544,ACC_000854,ACC_000531,22344,SGD,SGD,2025-09-16T07:15:25.457398+00:00Z,poc-tx
TX-001545,ACC_000107,ACC_000816,81236,USD,USD,2025-09-11T16:52:13.457409+00:00Z,poc-tx
TX-001546,ACC_000283,ACC_000562,17503,USD,USD,2025-09-12T12:15:00.457425+00:00Z,poc-tx
TX-001547,ACC_000630,ACC_000109,1533109,IDR,IDR,2025-09-14T11:49:01.457451+00:00Z,poc-tx
TX-001548,ACC_000942,ACC_000588,68423,SGD,USD,2025-09-14T01:47:16.457488+00:00Z,poc-tx
TX-001549,ACC_000757,ACC_000009,134746,USD,USD,2025-09-15T08:11:42.457519+00:00Z,poc-tx
TX-001550,ACC_000952,ACC_000786,75695,SGD,USD,2025-09-11T03:11:04.457555+00:00Z,poc-tx
TX-001551,ACC_000899,ACC_000332,84654,SGD,SGD,2025-09-15T15:40:57.457590+00:00Z,poc-tx
TX-001552,ACC_000652,ACC_000003,198048,USD,IDR,2025-09-13T19:08:23.457618+00:00Z,poc-tx
TX-001553,ACC_000350,ACC_000720,136886,SGD,SGD,2025-09-10T14:20:11.457636+00:00Z,poc-tx
TX-001554,ACC_000126,ACC_000903,88393,USD,USD,2025-09-15T03:48:29.457647+00:00Z,poc-tx
TX-001555,ACC_000440,ACC_000392,4469195,IDR,USD,2025-09-15T13:53:11.457668+00:00Z,poc-tx
TX-001556,ACC_000827,ACC_000399,2840690,IDR,SGD,2025-09-14T03:49:26.457701+00:00Z,poc-tx
TX-001557,ACC_000983,ACC_000262,68278,SGD,SGD,2025-09-10T19:04:16.457739+00:00Z,poc-tx
TX-001558,ACC_000143,ACC_000547,100425,USD,IDR,2025-09-14T04:12:32.457751+00:00Z,poc-tx
TX-001559,ACC_000507,ACC_000159,69636,USD,USD,2025-09-11T07:54:28.457774+00:00Z,poc-tx
TX-001560,ACC_000110,ACC_000402,170148,USD,IDR,2025-09-12T16:54:02.457785+00:00Z,poc-tx
TX-001561,ACC_000018,ACC_000109,138962,SGD,SGD,2025-09-15T23:28:40.457793+00:00Z,poc-tx
TX-001562,ACC_000936,ACC_000174,150032,USD,USD,2025-09-13T15:16:40.457829+00:00Z,poc-tx
TX-001563,ACC_000407,ACC_000895,81123,USD,USD,2025-09-10T18:09:31.457848+00:00Z,poc-tx
TX-001564,ACC_000408,ACC_000070,72075,USD,IDR,2025-09-14T20:05:30.457869+00:00Z,poc-tx
TX-001565,ACC_000834,ACC_000511,102513,SGD,SGD,2025-09-10T11:32:59.457910+00:00Z,poc-tx
TX-001566,ACC_000836,ACC_000354,29531,SGD,SGD,2025-09-12T14:21:00.457944+00:00Z,poc-tx
TX-001567,ACC_000314,ACC_000484,191241,USD,USD,2025-09-15T20:34:00.457961+00:00Z,poc-tx
TX-001568,ACC_000122,ACC_000327,4097351,IDR,IDR,2025-09-16T09:41:01.457972+00:00Z,poc-tx
TX-001569,ACC_000502,ACC_000304,2852072,IDR,IDR,2025-09-13T21:59:38.457995+00:00Z,poc-tx
TX-001570,ACC_000345,ACC_000527,114132,USD,IDR,2025-09-09T20:06:14.458013+00:00Z,poc-tx
TX-001571,ACC_000774,ACC_000273,605087,IDR,IDR,2025-09-11T15:17:59.458044+00:00Z,poc-tx
TX-001572,ACC_000922,ACC_000410,42571,SGD,USD,2025-09-13T09:28:31.458080+00:00Z,poc-tx
TX-001573,ACC_000362,ACC_000018,35846,USD,IDR,2025-09-14T03:48:16.458099+00:00Z,poc-tx
TX-001574,ACC_000127,ACC_000153,76546,SGD,SGD,2025-09-09T15:55:29.458110+00:00Z,poc-tx
TX-001575,ACC_000116,ACC_000782,837937,IDR,IDR,2025-09-13T07:51:17.458121+00:00Z,poc-tx
TX-001576,ACC_000132,ACC_000922,2551699,IDR,IDR,2025-09-15T06:55:03.458132+00:00Z,poc-tx
TX-001577,ACC_000369,ACC_000805,1635919,IDR,IDR,2025-09-12T12:32:26.458151+00:00Z,poc-tx
TX-001578,ACC_000913,ACC_000696,4030681,IDR,IDR,2025-09-13T21:40:37.458186+00:00Z,poc-tx
TX-001579,ACC_000470,ACC_000719,38793,SGD,SGD,2025-09-11T05:51:17.458208+00:00Z,poc-tx
TX-001580,ACC_000520,ACC_000826,91421,SGD,SGD,2025-09-13T07:10:04.458231+00:00Z,poc-tx
TX-001581,ACC_000172,ACC_000273,131144,SGD,SGD,2025-09-16T07:37:35.458243+00:00Z,poc-tx
TX-001582,ACC_000297,ACC_000538,8934,SGD,SGD,2025-09-11T19:59:40.458260+00:00Z,poc-tx
TX-001583,ACC_000021,ACC_000405,4289350,IDR,IDR,2025-09-10T12:53:28.458267+00:00Z,poc-tx
TX-001584,ACC_000409,ACC_000130,101711,USD,USD,2025-09-14T23:45:21.458287+00:00Z,poc-tx
TX-001585,ACC_000573,ACC_000221,126577,USD,IDR,2025-09-15T21:36:46.458312+00:00Z,poc-tx
TX-001586,ACC_000032,ACC_000690,2370448,IDR,IDR,2025-09-13T17:30:51.458321+00:00Z,poc-tx
TX-001587,ACC_000534,ACC_000330,4469998,IDR,IDR,2025-09-14T08:58:08.458344+00:00Z,poc-tx
TX-001588,ACC_000867,ACC_000325,123903,SGD,SGD,2025-09-11T16:18:16.458378+00:00Z,poc-tx
TX-001589,ACC_000694,ACC_000509,81272,SGD,SGD,2025-09-12T06:11:30.458407+00:00Z,poc-tx
TX-001590,ACC_000502,ACC_000927,2289837,IDR,SGD,2025-09-13T17:14:57.458430+00:00Z,poc-tx
TX-001591,ACC_000741,ACC_000126,36173,SGD,IDR,2025-09-11T14:37:22.458460+00:00Z,poc-tx
TX-001592,ACC_000233,ACC_000624,115576,SGD,SGD,2025-09-16T00:22:57.458474+00:00Z,poc-tx
TX-001593,ACC_000226,ACC_000403,171227,USD,USD,2025-09-13T03:00:47.458489+00:00Z,poc-tx
TX-001594,ACC_000246,ACC_000629,32053,USD,IDR,2025-09-10T06:49:08.458504+00:00Z,poc-tx
TX-001595,ACC_000671,ACC_000193,116708,USD,SGD,2025-09-12T11:01:20.458532+00:00Z,poc-tx
TX-001596,ACC_000452,ACC_000111,142224,SGD,SGD,2025-09-14T00:23:56.458553+00:00Z,poc-tx
TX-001597,ACC_000011,ACC_000053,189492,IDR,IDR,2025-09-12T01:40:20.458563+00:00Z,poc-tx
TX-001598,ACC_000389,ACC_000317,1641984,IDR,IDR,2025-09-11T15:07:44.458588+00:00Z,poc-tx
TX-001599,ACC_000562,ACC_000594,4236941,IDR,SGD,2025-09-10T05:05:31.458614+00:00Z,poc-tx
TX-001600,ACC_000153,ACC_000673,1620693,IDR,SGD,2025-09-10T00:42:10.458626+00:00Z,poc-tx
TX-001601,ACC_000755,ACC_000214,149519,SGD,USD,2025-09-15T08:33:03.458657+00:00Z,poc-tx
TX-001602,ACC_000560,ACC_000909,134235,USD,IDR,2025-09-16T07:35:10.458683+00:00Z,poc-tx
TX-001603,ACC_000764,ACC_000768,4252774,IDR,IDR,2025-09-12T13:44:13.458713+00:00Z,poc-tx
TX-001604,ACC_000724,ACC_000504,127456,USD,USD,2025-09-14T15:51:54.458743+00:00Z,poc-tx
TX-001605,ACC_000964,ACC_000007,1084788,IDR,IDR,2025-09-11T13:19:22.458780+00:00Z,poc-tx
TX-001606,ACC_000940,ACC_000103,140578,USD,SGD,2025-09-14T19:30:19.458817+00:00Z,poc-tx
TX-001607,ACC_000516,ACC_000481,2388780,IDR,IDR,2025-09-15T11:32:50.458840+00:00Z,poc-tx
TX-001608,ACC_000996,ACC_000066,340100,IDR,USD,2025-09-12T23:05:58.458885+00:00Z,poc-tx
TX-001609,ACC_000534,ACC_000851,522085,IDR,IDR,2025-09-14T05:48:08.458909+00:00Z,poc-tx
TX-001610,ACC_000256,ACC_000440,2418603,IDR,SGD,2025-09-15T18:46:15.458925+00:00Z,poc-tx
TX-001611,ACC_000106,ACC_000382,4415855,IDR,IDR,2025-09-11T14:09:41.458935+00:00Z,poc-tx
TX-001612,ACC_000484,ACC_000111,1774357,IDR,IDR,2025-09-11T06:48:03.458972+00:00Z,poc-tx
TX-001613,ACC_000669,ACC_000246,33202,USD,IDR,2025-09-11T14:29:12.459005+00:00Z,poc-tx
TX-001614,ACC_000922,ACC_000431,7052,SGD,SGD,2025-09-14T01:25:41.459041+00:00Z,poc-tx
TX-001615,ACC_000142,ACC_000658,3613599,IDR,IDR,2025-09-13T23:56:58.459053+00:00Z,poc-tx
TX-001616,ACC_000577,ACC_000764,2200867,IDR,SGD,2025-09-14T09:03:30.459079+00:00Z,poc-tx
TX-001617,ACC_000590,ACC_000022,30581,SGD,SGD,2025-09-13T02:48:09.459104+00:00Z,poc-tx
TX-001618,ACC_000069,ACC_000858,119072,SGD,SGD,2025-09-15T16:03:38.459114+00:00Z,poc-tx
TX-001619,ACC_000673,ACC_000453,4024648,IDR,IDR,2025-09-10T15:27:01.459141+00:00Z,poc-tx
TX-001620,ACC_000219,ACC_000770,3430758,IDR,USD,2025-09-14T09:55:52.459156+00:00Z,poc-tx
TX-001621,ACC_000134,ACC_000711,2494777,IDR,SGD,2025-09-13T20:37:52.459168+00:00Z,poc-tx
TX-001622,ACC_000023,ACC_000098,52722,USD,USD,2025-09-16T04:48:55.459176+00:00Z,poc-tx
TX-001623,ACC_000869,ACC_000458,76548,SGD,SGD,2025-09-10T02:20:38.459209+00:00Z,poc-tx
TX-001624,ACC_000181,ACC_000285,2758889,IDR,IDR,2025-09-13T22:44:49.459222+00:00Z,poc-tx
TX-001625,ACC_000657,ACC_000844,83902,USD,USD,2025-09-14T18:01:54.459249+00:00Z,poc-tx
TX-001626,ACC_000032,ACC_000486,3428312,IDR,IDR,2025-09-16T07:30:02.459257+00:00Z,poc-tx
TX-001627,ACC_000112,ACC_000278,3677704,IDR,USD,2025-09-14T20:10:48.459268+00:00Z,poc-tx
TX-001628,ACC_000479,ACC_000178,295852,IDR,USD,2025-09-09T14:44:50.459290+00:00Z,poc-tx
TX-001629,ACC_000831,ACC_000378,2155,USD,USD,2025-09-16T05:22:09.459322+00:00Z,poc-tx
TX-001630,ACC_000673,ACC_000108,4545500,IDR,IDR,2025-09-10T21:47:51.459350+00:00Z,poc-tx
TX-001631,ACC_000862,ACC_000291,191637,USD,USD,2025-09-10T09:53:38.459385+00:00Z,poc-tx
TX-001632,ACC_000420,ACC_000136,198989,USD,USD,2025-09-10T00:38:27.459405+00:00Z,poc-tx
TX-001633,ACC_000969,ACC_000430,2080026,IDR,IDR,2025-09-13T04:52:12.459441+00:00Z,poc-tx
TX-001634,ACC_000245,ACC_000642,39945,SGD,SGD,2025-09-12T00:25:14.459456+00:00Z,poc-tx
TX-001635,ACC_000168,ACC_000255,78154,SGD,SGD,2025-09-14T07:33:43.459468+00:00Z,poc-tx
TX-001636,ACC_000661,ACC_000994,4944500,IDR,USD,2025-09-09T14:21:25.459495+00:00Z,poc-tx
TX-001637,ACC_000649,ACC_000043,78892,USD,USD,2025-09-11T16:13:14.459522+00:00Z,poc-tx
TX-001638,ACC_000378,ACC_000909,10585,SGD,SGD,2025-09-13T08:21:05.459540+00:00Z,poc-tx
TX-001639,ACC_000504,ACC_000452,36499,SGD,USD,2025-09-13T02:53:34.459563+00:00Z,poc-tx
TX-001640,ACC_000215,ACC_000701,3147205,IDR,IDR,2025-09-13T02:36:10.459577+00:00Z,poc-tx
TX-001641,ACC_000449,ACC_000637,3958272,IDR,IDR,2025-09-13T00:05:44.459598+00:00Z,poc-tx
TX-001642,ACC_000648,ACC_000442,32678,SGD,USD,2025-09-12T04:33:18.459625+00:00Z,poc-tx
TX-001643,ACC_000020,ACC_000273,116652,SGD,SGD,2025-09-15T23:11:47.459633+00:00Z,poc-tx
TX-001644,ACC_000720,ACC_000856,138312,USD,USD,2025-09-11T02:20:08.459662+00:00Z,poc-tx
TX-001645,ACC_000815,ACC_000985,236583,IDR,IDR,2025-09-11T18:24:57.459693+00:00Z,poc-tx
TX-001646,ACC_000035,ACC_000253,165121,USD,USD,2025-09-12T03:30:48.459702+00:00Z,poc-tx
TX-001647,ACC_000898,ACC_000711,61332,SGD,SGD,2025-09-14T02:01:24.459736+00:00Z,poc-tx
TX-001648,ACC_000850,ACC_000939,180081,USD,SGD,2025-09-14T22:21:10.459769+00:00Z,poc-tx
TX-001649,ACC_000837,ACC_000843,125004,USD,USD,2025-09-15T01:07:18.459801+00:00Z,poc-tx
TX-001650,ACC_000623,ACC_000266,103814,SGD,IDR,2025-09-11T23:10:28.459828+00:00Z,poc-tx
TX-001651,ACC_000242,ACC_000665,4352426,IDR,USD,2025-09-10T11:53:45.459842+00:00Z,poc-tx
TX-001652,ACC_000072,ACC_000179,1140998,IDR,IDR,2025-09-16T02:02:10.459852+00:00Z,poc-tx
TX-001653,ACC_000447,ACC_000121,186821,USD,USD,2025-09-11T03:17:57.459872+00:00Z,poc-tx
TX-001654,ACC_000733,ACC_000865,93456,USD,USD,2025-09-15T18:54:45.459901+00:00Z,poc-tx
TX-001655,ACC_000406,ACC_000123,168504,USD,USD,2025-09-10T01:05:52.459921+00:00Z,poc-tx
TX-001656,ACC_000746,ACC_000049,109829,USD,IDR,2025-09-15T17:37:13.459963+00:00Z,poc-tx
TX-001657,ACC_000422,ACC_000902,117129,USD,USD,2025-09-09T14:49:05.459984+00:00Z,poc-tx
TX-001658,ACC_000986,ACC_000206,13259,SGD,SGD,2025-09-12T12:48:43.460021+00:00Z,poc-tx
TX-001659,ACC_000873,ACC_000939,2462825,IDR,IDR,2025-09-14T12:55:15.460055+00:00Z,poc-tx
TX-001660,ACC_000271,ACC_000132,19844,SGD,IDR,2025-09-11T03:53:29.460071+00:00Z,poc-tx
TX-001661,ACC_000899,ACC_000838,26828,SGD,IDR,2025-09-10T22:13:38.460106+00:00Z,poc-tx
TX-001662,ACC_000122,ACC_000781,3365958,IDR,IDR,2025-09-14T04:54:49.460117+00:00Z,poc-tx
TX-001663,ACC_000450,ACC_000865,4984936,IDR,IDR,2025-09-12T19:54:54.460137+00:00Z,poc-tx
TX-001664,ACC_000571,ACC_000996,2234380,IDR,IDR,2025-09-15T04:07:49.460158+00:00Z,poc-tx
TX-001665,ACC_000270,ACC_000848,55366,USD,USD,2025-09-10T01:49:36.460172+00:00Z,poc-tx
TX-001666,ACC_000589,ACC_000910,56341,SGD,SGD,2025-09-10T22:35:53.460194+00:00Z,poc-tx
TX-001667,ACC_000323,ACC_000919,4419816,IDR,USD,2025-09-10T07:28:01.460209+00:00Z,poc-tx
TX-001668,ACC_000642,ACC_000998,193995,USD,USD,2025-09-16T09:04:37.460232+00:00Z,poc-tx
TX-001669,ACC_000061,ACC_000887,21636,USD,USD,2025-09-10T03:07:06.460240+00:00Z,poc-tx
TX-001670,ACC_000570,ACC_000952,22279,USD,USD,2025-09-11T17:57:56.460261+00:00Z,poc-tx
TX-001671,ACC_000047,ACC_000172,1217193,IDR,USD,2025-09-12T23:59:55.460269+00:00Z,poc-tx
TX-001672,ACC_000071,ACC_000872,143841,SGD,USD,2025-09-14T10:51:38.460277+00:00Z,poc-tx
TX-001673,ACC_000179,ACC_000035,112600,USD,USD,2025-09-15T16:04:30.460288+00:00Z,poc-tx
TX-001674,ACC_000422,ACC_000026,114747,USD,USD,2025-09-14T20:12:30.460306+00:00Z,poc-tx
TX-001675,ACC_000153,ACC_000942,4766887,IDR,IDR,2025-09-14T05:50:08.460316+00:00Z,poc-tx
TX-001676,ACC_000470,ACC_000002,139007,SGD,IDR,2025-09-11T10:56:56.460335+00:00Z,poc-tx
TX-001677,ACC_000251,ACC_000247,1019148,IDR,IDR,2025-09-13T20:15:47.460348+00:00Z,poc-tx
TX-001678,ACC_000681,ACC_000924,126131,SGD,SGD,2025-09-14T16:20:51.460372+00:00Z,poc-tx
TX-001679,ACC_000830,ACC_000209,104314,SGD,SGD,2025-09-14T13:23:43.460401+00:00Z,poc-tx
TX-001680,ACC_000123,ACC_000145,252044,IDR,IDR,2025-09-14T20:41:45.460410+00:00Z,poc-tx
TX-001681,ACC_000134,ACC_000278,4797343,IDR,IDR,2025-09-10T03:05:23.460420+00:00Z,poc-tx
TX-001682,ACC_000415,ACC_000045,53843,USD,USD,2025-09-10T07:44:08.460437+00:00Z,poc-tx
TX-001683,ACC_000516,ACC_000757,2293529,IDR,IDR,2025-09-11T06:22:07.460457+00:00Z,poc-tx
TX-001684,ACC_000624,ACC_000026,193050,USD,USD,2025-09-16T08:19:50.460480+00:00Z,poc-tx
TX-001685,ACC_000886,ACC_000753,80273,USD,USD,2025-09-16T06:32:54.460509+00:00Z,poc-tx
TX-001686,ACC_000848,ACC_000809,9467,USD,SGD,2025-09-09T18:21:03.460539+00:00Z,poc-tx
TX-001687,ACC_000191,ACC_000017,3880070,IDR,USD,2025-09-11T06:51:54.460550+00:00Z,poc-tx
TX-001688,ACC_000740,ACC_000894,91492,USD,IDR,2025-09-14T12:46:56.460576+00:00Z,poc-tx
TX-001689,ACC_000840,ACC_000697,24266,SGD,SGD,2025-09-12T12:20:57.460605+00:00Z,poc-tx
TX-001690,ACC_000219,ACC_000591,3505766,IDR,IDR,2025-09-10T14:13:38.460617+00:00Z,poc-tx
TX-001691,ACC_000297,ACC_000324,40055,SGD,SGD,2025-09-15T15:00:00.460631+00:00Z,poc-tx
TX-001692,ACC_000765,ACC_000191,40070,SGD,SGD,2025-09-16T02:21:54.460657+00:00Z,poc-tx
TX-001693,ACC_000936,ACC_000952,83341,USD,SGD,2025-09-14T03:07:28.460688+00:00Z,poc-tx
TX-001694,ACC_000147,ACC_000664,157943,USD,USD,2025-09-12T12:14:31.460698+00:00Z,poc-tx
TX-001695,ACC_000980,ACC_000638,632467,IDR,USD,2025-09-13T08:04:45.460731+00:00Z,poc-tx
TX-001696,ACC_000531,ACC_000245,145724,SGD,USD,2025-09-15T22:27:40.460751+00:00Z,poc-tx
TX-001697,ACC_000400,ACC_000646,1718801,IDR,SGD,2025-09-13T15:35:28.460769+00:00Z,poc-tx
TX-001698,ACC_000270,ACC_000688,65838,USD,USD,2025-09-15T02:28:51.460782+00:00Z,poc-tx
TX-001699,ACC_000223,ACC_000860,2208320,IDR,USD,2025-09-15T15:54:07.460795+00:00Z,poc-tx
TX-001700,ACC_000427,ACC_000188,44744,USD,IDR,2025-09-09T20:04:20.460813+00:00Z,poc-tx
TX-001701,ACC_000070,ACC_000612,43558,USD,USD,2025-09-14T04:50:43.460821+00:00Z,poc-tx
TX-001702,ACC_000997,ACC_000722,92306,SGD,SGD,2025-09-12T11:50:22.460853+00:00Z,poc-tx
TX-001703,ACC_000149,ACC_000791,53409,SGD,SGD,2025-09-14T17:49:52.460863+00:00Z,poc-tx
TX-001704,ACC_000287,ACC_000150,343810,IDR,IDR,2025-09-14T12:25:23.460880+00:00Z,poc-tx
TX-001705,ACC_000424,ACC_000700,77801,SGD,SGD,2025-09-10T08:10:32.460899+00:00Z,poc-tx
TX-001706,ACC_000626,ACC_000970,2285168,IDR,IDR,2025-09-11T22:35:11.460922+00:00Z,poc-tx
TX-001707,ACC_000742,ACC_000117,126504,USD,USD,2025-09-09T21:10:47.460958+00:00Z,poc-tx
TX-001708,ACC_000789,ACC_000487,132065,USD,IDR,2025-09-12T10:22:01.460992+00:00Z,poc-tx
TX-001709,ACC_000298,ACC_000735,121760,SGD,SGD,2025-09-14T11:00:55.461008+00:00Z,poc-tx
TX-001710,ACC_000837,ACC_000141,31812,USD,USD,2025-09-11T06:23:07.461037+00:00Z,poc-tx
TX-001711,ACC_000789,ACC_000467,111441,USD,USD,2025-09-11T10:57:44.461065+00:00Z,poc-tx
TX-001712,ACC_000600,ACC_000369,71644,SGD,SGD,2025-09-16T12:21:11.461093+00:00Z,poc-tx
TX-001713,ACC_000865,ACC_000322,106761,SGD,SGD,2025-09-10T16:12:54.461129+00:00Z,poc-tx
TX-001714,ACC_000196,ACC_000649,3415839,IDR,IDR,2025-09-13T17:10:12.461142+00:00Z,poc-tx
TX-001715,ACC_000532,ACC_000876,4538302,IDR,IDR,2025-09-15T21:03:28.461163+00:00Z,poc-tx
TX-001716,ACC_000009,ACC_000687,88181,SGD,SGD,2025-09-15T10:52:33.461170+00:00Z,poc-tx
TX-001717,ACC_000113,ACC_000063,10204,USD,USD,2025-09-14T10:21:27.461179+00:00Z,poc-tx
TX-001718,ACC_000839,ACC_000573,154602,USD,IDR,2025-09-16T11:48:29.461209+00:00Z,poc-tx
TX-001719,ACC_000203,ACC_000873,76802,SGD,IDR,2025-09-12T11:31:12.461221+00:00Z,poc-tx
TX-001720,ACC_000118,ACC_000913,2354136,IDR,IDR,2025-09-14T14:06:43.461231+00:00Z,poc-tx
TX-001721,ACC_000436,ACC_000376,11141,USD,USD,2025-09-15T14:00:23.461249+00:00Z,poc-tx
TX-001722,ACC_000894,ACC_000828,147248,USD,IDR,2025-09-14T20:14:38.461281+00:00Z,poc-tx
TX-001723,ACC_000609,ACC_000364,55308,SGD,IDR,2025-09-13T20:11:41.461304+00:00Z,poc-tx
TX-001724,ACC_000523,ACC_000494,95700,USD,USD,2025-09-15T10:52:45.461324+00:00Z,poc-tx
TX-001725,ACC_000325,ACC_000679,145947,SGD,SGD,2025-09-14T09:54:44.461339+00:00Z,poc-tx
TX-001726,ACC_000943,ACC_000727,1829807,IDR,USD,2025-09-14T02:49:58.461372+00:00Z,poc-tx
TX-001727,ACC_000969,ACC_000142,2374077,IDR,USD,2025-09-11T23:41:53.461405+00:00Z,poc-tx
TX-001728,ACC_000958,ACC_000543,46874,SGD,IDR,2025-09-11T14:51:17.461437+00:00Z,poc-tx
TX-001729,ACC_000220,ACC_000186,795184,IDR,IDR,2025-09-13T00:02:23.461450+00:00Z,poc-tx
TX-001730,ACC_000946,ACC_000929,337503,IDR,IDR,2025-09-10T15:30:39.461482+00:00Z,poc-tx
TX-001731,ACC_000186,ACC_000614,40111,SGD,SGD,2025-09-14T07:21:31.461493+00:00Z,poc-tx
TX-001732,ACC_000919,ACC_000025,122015,IDR,USD,2025-09-12T23:51:10.461524+00:00Z,poc-tx
TX-001733,ACC_000230,ACC_000801,144480,SGD,USD,2025-09-11T06:29:52.461538+00:00Z,poc-tx
TX-001734,ACC_000657,ACC_000063,145494,USD,USD,2025-09-11T07:24:36.461562+00:00Z,poc-tx
TX-001735,ACC_000471,ACC_000665,3609652,IDR,IDR,2025-09-16T09:40:09.461581+00:00Z,poc-tx
TX-001736,ACC_000165,ACC_000280,191802,USD,USD,2025-09-13T22:08:31.461592+00:00Z,poc-tx
TX-001737,ACC_000948,ACC_000357,141097,USD,USD,2025-09-16T08:59:39.461623+00:00Z,poc-tx
TX-001738,ACC_000380,ACC_000274,44194,USD,IDR,2025-09-12T06:57:05.461640+00:00Z,poc-tx
TX-001739,ACC_000512,ACC_000291,18233,SGD,SGD,2025-09-09T20:41:20.461660+00:00Z,poc-tx
TX-001740,ACC_000777,ACC_000830,112546,SGD,USD,2025-09-13T11:57:56.461688+00:00Z,poc-tx
TX-001741,ACC_000977,ACC_000182,127822,USD,USD,2025-09-15T04:09:01.461721+00:00Z,poc-tx
TX-001742,ACC_000371,ACC_000086,88375,USD,USD,2025-09-13T14:40:49.461737+00:00Z,poc-tx
TX-001743,ACC_000581,ACC_000753,1662783,IDR,USD,2025-09-10T21:38:12.461760+00:00Z,poc-tx
TX-001744,ACC_000594,ACC_000932,95360,SGD,SGD,2025-09-09T15:03:38.461782+00:00Z,poc-tx
TX-001745,ACC_000109,ACC_000736,134328,SGD,SGD,2025-09-10T12:50:55.461791+00:00Z,poc-tx
TX-001746,ACC_000154,ACC_000566,2773135,IDR,SGD,2025-09-15T07:54:28.461802+00:00Z,poc-tx
TX-001747,ACC_000535,ACC_000775,25570,USD,USD,2025-09-09T19:08:30.461823+00:00Z,poc-tx
TX-001748,ACC_000192,ACC_000398,3537706,IDR,IDR,2025-09-11T18:08:29.461834+00:00Z,poc-tx
TX-001749,ACC_000146,ACC_000267,58463,USD,USD,2025-09-15T02:21:50.461852+00:00Z,poc-tx
TX-001750,ACC_000590,ACC_000087,145839,SGD,SGD,2025-09-14T02:52:57.461875+00:00Z,poc-tx
TX-001751,ACC_000720,ACC_000784,113022,USD,USD,2025-09-14T16:38:15.461900+00:00Z,poc-tx
TX-001752,ACC_000607,ACC_000370,108816,SGD,IDR,2025-09-16T04:38:44.461924+00:00Z,poc-tx
TX-001753,ACC_000344,ACC_000746,3906342,IDR,IDR,2025-09-11T20:29:11.461939+00:00Z,poc-tx
